date,strategy,weekly_return,rebalance_month,wealth
2024-07-05,Rolling MVPO,0.007679192356908024,2024-07,0.9523282261230762
2024-07-12,Rolling MVPO,0.005835189705127111,2024-07,0.9578852419840517
2024-07-19,Rolling MVPO,-0.004830350458926034,2024-07,0.9532583205658356
2024-07-26,Rolling MVPO,0.0012068798634945438,2024-07,0.9544087888376351
2024-08-02,Rolling MVPO,0.010322460640963326,2024-08,0.9642606359958011
2024-08-09,Rolling MVPO,-0.0028362074531145132,2024-08,0.9615257927932449
2024-08-16,Rolling MVPO,0.008295769965614461,2024-08,0.9695023895862628
2024-08-23,Rolling MVPO,0.005947681861220391,2024-08,0.9752686813632148
2024-08-30,Rolling MVPO,-0.004009562124303775,2024-08,0.9713582809974011
2024-09-06,Rolling MVPO,0.00136746554719902,2024-09,0.9726865799806513
2024-09-13,Rolling MVPO,0.008244532441174452,2024-09,0.9807059260443968
2024-09-20,Rolling MVPO,0.0036024057450499023,2024-09,0.9842388267065836
2024-09-27,Rolling MVPO,0.0014180979257171543,2024-09,0.9856345737451465
2024-10-04,Rolling MVPO,-0.007808194374292998,2024-10,0.9779385474113209
2024-10-11,Rolling MVPO,-0.002616301449434136,2024-10,0.9753799653722711
2024-10-18,Rolling MVPO,-0.0018128089776946132,2024-10,0.9736117878143807
2024-10-25,Rolling MVPO,-0.004981728906972062,2024-10,0.9687615178268572
2024-11-01,Rolling MVPO,-0.009119870386195762,2024-11,0.9599265383491419
2024-11-08,Rolling MVPO,0.00816027474238527,2024-11,0.9677598026345776
2024-11-15,Rolling MVPO,-0.01183403780568528,2024-11,0.9563072965433775
2024-11-22,Rolling MVPO,0.0074147221332990015,2024-11,0.963398049421293
2024-11-29,Rolling MVPO,0.007827499250564056,2024-11,0.9709390469311331
2024-12-06,Rolling MVPO,-0.0010880020458766194,2024-12,0.9698826632616505
2024-12-13,Rolling MVPO,-0.008027354719801021,2024-12,0.962097071087064
2024-12-20,Rolling MVPO,-0.010412282758368517,2024-12,0.9520794443419074
2024-12-27,Rolling MVPO,-0.006235730049762281,2024-12,0.9461425339410635
2022-01-07,Rolling REPO,-0.014344599477512147,2022-01,0.9856554005224879
2022-01-14,Rolling REPO,-0.0005708379475507675,2022-01,0.9850927510166614
2022-01-21,Rolling REPO,-0.00654298938813049,2022-01,0.9786472996004351
2022-01-28,Rolling REPO,-0.005699377473508479,2022-01,0.9730696192265824
2022-02-04,Rolling REPO,-0.006915906559161149,2022-02,0.9663399606644528
2022-02-11,Rolling REPO,-0.005655810196460108,2022-02,0.9608745252616799
2022-02-18,Rolling REPO,-0.0033808317238997205,2022-02,0.9576259701839882
2022-02-25,Rolling REPO,-0.0012172733942863367,2022-02,0.9564602775688056
2022-03-04,Rolling REPO,0.002006627521126291,2022-03,0.9583795370846393
2022-03-11,Rolling REPO,-0.021518988025057535,2022-03,0.9377561793026548
2022-03-18,Rolling REPO,0.01055852000538389,2022-03,0.9476574966819943
2022-03-25,Rolling REPO,-0.013025156019554514,2022-03,0.9353141099346108
