architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
A,Architecture A: Standard Optimization,0.064,optimal,,,CLARABEL,,,2.4061113,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06813041308397522,,,,,0.2748026519347444,0.2748026519347444,0.2066722388507692,0.02830539743109551,0.02830539743109551,0.0277749843471203,0.17402159313310336,0.29999999981938036,0.4407740274787929,0.3115133608847605,3.21013518380014,0.29999999981938036,,0.4407740274787929,0.2500000000903098,0.2134401335490265,0.09578583888187076,0.040774027478792885,-0.1499999999096902,0.0634401335490265,0.04578583888187075,,,,,,,,,1.131078647409467e-08,-1.131078647409467e-08,1.5482403137312417e-09,-1.5482403137312417e-09,7.587930639374463e-08,7.587930639374463e-08,6.30202727919249e-08,-6.30202727919249e-08,1.5175860597349544e-07,9.92952912292221e-08,7.587930639374463e-08,3.269332035964622e-07,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.064,optimal,,,CLARABEL,,,8.9288738,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06787108293371731,,,,,0.27480264955882316,0.27480264955882316,0.20693156662510587,0.009999975226075427,0.009999975226075427,0.009728892292358123,0.06388724425006787,0.10967387749368133,0.42053550109256604,0.32963640228037944,3.0336455351476266,0.10967387749368133,,0.42053550109256604,0.34516306125315926,0.17282914330251958,0.06147229435175497,0.020535501092566022,-0.05483693874684076,0.02282914330251959,0.011472294351754966,,,,,,,,,0.0014049487526546778,0.0014049487526546778,0.0006007443623317621,-0.0006007443623317621,0.0007760434974622421,-0.0007760434974622421,2.816089286388629e-05,-2.816089286388629e-05,0.0028098975053125683,0.00171400447266034,0.0014049487526546778,0.005928850730627586,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.064,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,15.247091399999999,8.9288738,6.3182176,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06759943922093188,0.06787108293371731,0.06759943922093188,0.004002348290960913,1.6267646287040268e-09,0.2747996895239133,0.2747996895239133,0.20720025030298145,7.893116453565323e-06,7.893116453565323e-06,8.453895521689036e-06,4.033317032795744e-05,6.869611236711565e-05,0.39999373513749387,0.34498427272747584,2.8986828648561644,6.869611236711565e-05,,0.39998854628640207,0.39999373513749387,0.14998337051992047,0.05003434805618349,-1.1453713597953108e-05,-6.264862506155655e-06,-1.662948007952192e-05,3.4348056183484965e-05,0.42053550109256604,0.34516306125315926,0.17282914330251958,0.06147229435175497,0.020535501092566022,-0.05483693874684076,0.02282914330251959,0.011472294351754966,5.06504130443064e-06,-5.06504130443064e-06,2.7702371150351013e-06,-2.7702371150351013e-06,7.3538085409163845e-06,-7.3538085409163845e-06,1.5189086960284981e-05,1.5189086960284981e-05,3.0378173920667106e-05,1.783579882799367e-05,1.5189086960284981e-05,6.340305970894576e-05,1.0,0.01,0.3,True
A,Architecture A: Standard Optimization,0.0635,optimal,,,CLARABEL,,,2.6603077,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06800541310578562,,,,,0.2748026520437792,0.2748026520437792,0.2067972389379936,0.02830539732021571,0.02830539732021571,0.027699984214430103,0.17402159313063797,0.29999999991969406,0.4407740291178875,0.31151336197311363,3.210135172584696,0.29999999991969406,,0.4407740291178875,0.25000000004015277,0.21344013343380092,0.09578583740815848,0.04077402911788747,-0.14999999995984725,0.06344013343380092,0.045785837408158475,,,,,,,,,1.639094582284173e-09,1.639094582284173e-09,5.015704518385178e-11,-5.015704518385178e-11,1.1522557907817088e-10,-1.1522557907817088e-10,1.4737122772112698e-09,-1.4737122772112698e-09,3.2781894837574654e-09,2.2077707283438714e-09,1.639094582284173e-09,7.12505479438551e-09,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.0635,optimal,,,CLARABEL,,,9.1823304,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06769860920738482,,,,,0.27480264515433794,0.27480264515433794,0.2071040359469531,0.009999944637030744,0.009999944637030744,0.009701335429645925,0.06447596768585903,0.11068166915664601,0.42179852428707404,0.33009781757509504,3.029405063462762,0.11068166915664601,,0.42179852428707404,0.3446591654216881,0.17210142184965682,0.061440888441603274,0.021798524287074017,-0.055340834578311904,0.022101421849656827,0.011440888441603271,,,,,,,,,0.001263023194507995,0.001263023194507995,0.0005038958314711461,-0.0005038958314711461,0.0007277214528627618,-0.0007277214528627618,3.1405910151695304e-05,-3.1405910151695304e-05,0.0025260463889935983,0.0015426287443802943,0.001263023194507995,0.005331698327881888,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0635,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,16.599096799999998,9.1823304,7.4167664,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06739958896687262,0.06769860920738482,0.06739958896687262,0.004416933287302838,8.839167467611026e-10,0.27480046840091565,0.27480046840091565,0.20740087943404306,5.818251088797854e-06,5.818251088797854e-06,6.229284216180656e-06,2.9730737406951458e-05,5.063919051917498e-05,0.3999953786425563,0.3449884049694235,2.8986481446778782,5.063919051917498e-05,,0.39999155736656095,0.3999953786425563,0.1499877443956233,0.050025319595259674,-8.442633439076364e-06,-4.621357443723717e-06,-1.2255604376704143e-05,2.5319595259670757e-05,0.42179852428707404,0.3446591654216881,0.17210142184965682,0.061440888441603274,0.021798524287074017,-0.055340834578311904,0.022101421849656827,0.011440888441603271,3.0110801588767444e-06,3.0110801588767444e-06,1.643505062431938e-06,1.643505062431938e-06,4.3738757028177755e-06,4.3738757028177755e-06,9.028460923814208e-06,-9.028460923814208e-06,1.8056921847940666e-05,1.0602434056855076e-05,9.028460923814208e-06,3.768781682860995e-05,1.0,0.01,0.3,True
A,Architecture A: Standard Optimization,0.063,optimal,,,CLARABEL,,,2.3248898000000002,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06788041296393009,,,,,0.27480265133278725,0.27480265133278725,0.20692223836885715,0.028305397508379,0.028305397508379,0.027624984544448915,0.1740215928722089,0.29999999986948256,0.44077402444343244,0.3115133579094299,3.2101352144608266,0.29999999986948256,,0.44077402444343244,0.2500000000652587,0.2134401298378268,0.09578584565348199,0.04077402444343242,-0.14999999993474133,0.06344012983782679,0.04578584565348198,,,,,,,,,4.6744550452615385e-09,-4.6744550452615385e-09,2.5105917345058515e-11,2.5105917345058515e-11,3.5959741295776837e-09,-3.5959741295776837e-09,8.245323507294344e-09,8.245323507294344e-09,1.6540858599478625e-08,1.0137433104972357e-08,8.245323507294344e-09,3.492361521174533e-08,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.063,optimal,,,CLARABEL,,,9.5421171,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06752643896763504,,,,,0.27480264839060886,0.27480264839060886,0.20727620942297387,0.009999972428019172,0.009999972428019172,0.009673533460384142,0.06511469129134696,0.11171149823976378,0.42318677167226637,0.330626472663738,3.024561197242802,0.11171149823976378,,0.42318677167226637,0.34414425088011624,0.17127416927551564,0.061394808172098005,0.02318677167226635,-0.05585574911988378,0.021274169275515648,0.011394808172098002,,,,,,,,,0.0013882473851923316,0.0013882473851923316,0.0005149145415718759,-0.0005149145415718759,0.0008272525741411796,-0.0008272525741411796,4.608026950526922e-05,-4.608026950526922e-05,0.0027764947704106563,0.0016967138828560362,0.0013882473851923316,0.005861456038459024,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.063,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,15.7237655,9.5421171,6.1816484,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.0671997100610413,0.06752643896763504,0.0671997100610413,0.00483853304851938,4.447813015396342e-10,0.274801103179449,0.274801103179449,0.2076013931184077,4.127247162804132e-06,4.127247162804132e-06,4.417186121504503e-06,2.1089838822040207e-05,3.5921127065907665e-05,0.3999967226476039,0.3449917752475546,2.8986198273348207,3.5921127065907665e-05,,0.399994011183356,0.3999967226476039,0.1499913056055071,0.050017960563532846,-5.988816644042494e-06,-3.277352396136024e-06,-8.694394492886337e-06,1.796056353284281e-05,0.42318677167226637,0.34414425088011624,0.17127416927551564,0.061394808172098005,0.02318677167226635,-0.05585574911988378,0.021274169275515648,0.011394808172098002,2.4538167950338696e-06,2.4538167950338696e-06,1.344005047587693e-06,1.344005047587693e-06,3.5612098838178063e-06,3.5612098838178063e-06,7.359031726827947e-06,-7.359031726827947e-06,1.4718063453267316e-05,8.640898693110193e-06,7.359031726827947e-06,3.071799387320545e-05,1.0,0.01,0.3,True
A,Architecture A: Standard Optimization,0.0625,optimal,,,CLARABEL,,,2.9939322,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06775541271289579,,,,,0.2748026500741425,0.2748026500741425,0.2070472373612467,0.02830539617071738,0.02830539617071738,0.027549983457821593,0.1740215906642367,0.29999999979859726,0.44077403296272233,0.3115133593387048,3.2101351997321945,0.29999999979859726,,0.44077403296272233,0.25000000010070095,0.21344011088498702,0.09578585605158883,0.040774032962722306,-0.14999999989929907,0.06344011088498702,0.04578585605158883,,,,,,,,,8.519289884656445e-09,8.519289884656445e-09,3.5442260237772416e-11,3.5442260237772416e-11,1.8952839769825758e-08,-1.8952839769825758e-08,1.0398106847775423e-08,1.0398106847775423e-08,3.79056787624954e-08,2.323597034020881e-08,1.8952839769825758e-08,8.009448887252996e-08,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.0625,optimal,,,CLARABEL,,,7.7379192,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.0673544609239793,,,,,0.27480265217195005,0.27480265217195005,0.2074481912479707,0.0099999980536836,0.0099999980536836,0.009645537129704304,0.06556010545047863,0.11238666783894286,0.42418173461175435,0.33102185700326603,3.0209485532253946,0.11238666783894286,,0.42418173461175435,0.34380666608052884,0.17065924545994932,0.061352353847768035,0.024181734611754324,-0.05619333391947118,0.02065924545994932,0.011352353847768032,,,,,,,,,0.0009949629394879755,0.0009949629394879755,0.0003375847995873982,-0.0003375847995873982,0.0006149238155663261,-0.0006149238155663261,4.245432432996993e-05,-4.245432432996993e-05,0.0019899258789716698,0.0012181331686116998,0.0009949629394879755,0.004203021987071345,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0625,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,18.1823994,7.7379192,10.4444802,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06701768861936239,0.0673544609239793,0.06701768861936239,0.00499999999995572,7.357793184606761e-06,0.2748026516439951,0.2748026516439951,0.20778496302463273,0.0004881278989353475,0.0004881278989353475,0.00047043927957295584,0.002712525241284726,0.004367895897283314,0.4002238699043803,0.3439424049663168,2.907463533314343,0.004367895897283314,,0.4002238699043803,0.3978160520513582,0.15153550902057578,0.05042456902368546,0.00022386990438028054,-0.0021839479486417956,0.0015355090205757815,0.000424569023685456,0.42418173461175435,0.34380666608052884,0.17065924545994932,0.061352353847768035,0.024181734611754324,-0.05619333391947118,0.02065924545994932,0.011352353847768032,0.00022985872102432303,0.00022985872102432303,0.0021806705962456596,-0.0021806705962456596,0.0015442034150686679,0.0015442034150686679,0.0004066084601526132,0.0004066084601526132,0.004361341192491264,0.0027125733000121404,0.0021806705962456596,0.009254585088749063,1.0,0.01,0.3,True
A,Architecture A: Standard Optimization,0.062,optimal,,,CLARABEL,,,3.9408346,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06763041290261866,,,,,0.274802651025725,0.274802651025725,0.20717223812310634,0.028305397732465466,0.028305397732465466,0.027474984829846817,0.17402159293642655,0.29999999990151627,0.44077402104647906,0.31151335544090414,3.2101352398989063,0.29999999990151627,,0.44077402104647906,0.25000000004924056,0.2134401293288464,0.09578584957543139,0.040774021046479036,-0.14999999995075947,0.0634401293288464,0.04578584957543139,,,,,,,,,1.1916243269904925e-08,-1.1916243269904925e-08,5.146039150361048e-11,-5.146039150361048e-11,1.844385938420956e-08,1.844385938420956e-08,6.476157443646713e-09,-6.476157443646713e-09,3.688772048926481e-08,2.2893581328810132e-08,1.844385938420956e-08,7.822516120228449e-08,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.062,optimal,,,CLARABEL,,,8.7748856,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.067182644832446,,,,,0.27480265207299315,0.27480265207299315,0.2076200072405471,0.009999997642337922,0.009999997642337922,0.009617352809891924,0.06595412405342907,0.11295228686686185,0.42507775835117706,0.3313891915342023,3.0175999264501994,0.11295228686686185,,0.42507775835117706,0.34352385656656426,0.17009057306064634,0.061307812021602695,0.025077758351177037,-0.056476143433435766,0.02009057306064635,0.011307812021602692,,,,,,,,,0.0008960237394227133,0.0008960237394227133,0.0002828095139645881,-0.0002828095139645881,0.0005686723993029719,-0.0005686723993029719,4.454182616533964e-05,-4.454182616533964e-05,0.0017920474788556129,0.0010991869880985178,0.0008960237394227133,0.003787258206376844,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.062,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,16.6341328,8.7748856,7.8592472,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06684673160828049,0.067182644832446,0.06684673160828049,0.005000000000048863,4.646366322999758e-05,0.27480265240206636,0.27480265240206636,0.2079559207937859,0.001213673959539335,0.001213673959539335,0.0011669423512588564,0.00681642598654145,0.011078435957686074,0.40069159639196933,0.3424044504349468,2.9205227873928856,0.011078435957686074,,0.40069159639196933,0.3944607820211569,0.15375660941264233,0.051091012174231336,0.0006915963919693069,-0.005539217978843103,0.003756609412642331,0.001091012174231333,0.42507775835117706,0.34352385656656426,0.17009057306064634,0.061307812021602695,0.025077758351177037,-0.056476143433435766,0.02009057306064635,0.011307812021602692,0.00046772648758902635,0.00046772648758902635,0.003355270030201307,-0.003355270030201307,0.0022211003920665495,0.0022211003920665495,0.000666443150545877,0.000666443150545877,0.00671054006040276,0.004105367031984734,0.003355270030201307,0.0141711771225888,1.0,0.01,0.3,True
A,Architecture A: Standard Optimization,0.0615,optimal,,,CLARABEL,,,3.3246111,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.0675054129947881,,,,,0.27480265148708566,0.27480265148708566,0.20729723849229753,0.028305396816265864,0.028305396816265864,0.027399983821477764,0.17402159227104952,0.2999999999398659,0.44077403206058546,0.31151336217684755,3.2101351704852243,0.2999999999398659,,0.44077403206058546,0.25000000003006495,0.21344012568420642,0.09578584222513899,0.04077403206058544,-0.14999999996993507,0.06344012568420643,0.045785842225138984,,,,,,,,,1.1014106404694246e-08,1.1014106404694246e-08,1.917560554787201e-11,-1.917560554787201e-11,3.64463997870601e-09,-3.64463997870601e-09,7.350292402508174e-09,-7.350292402508174e-09,2.2028214391456302e-08,1.3733939950885415e-08,1.1014106404694246e-08,4.677626074703596e-08,1.0,0.01,0.3,True
B,Architecture B: Stronger Single-Stage,0.0615,optimal,,,CLARABEL,,,7.1566988,,,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.06701089803365264,,,,,0.274802651882684,0.274802651882684,0.20779175384903134,0.009999996787294393,0.009999996787294393,0.009589098753641764,0.06610609200377233,0.11316192794803259,0.4254299172058641,0.3315365380762627,3.0162587985097797,0.11316192794803259,,0.4254299172058641,0.3434190360259828,0.16986127706979412,0.06128976969835715,0.025429917205864072,-0.05658096397401724,0.019861277069794125,0.011289769698357148,,,,,,,,,0.00035215885468703467,0.00035215885468703467,0.00010482054058147394,-0.00010482054058147394,0.00022929599085222407,-0.00022929599085222407,1.804232324554428e-05,-1.804232324554428e-05,0.000704317709366277,0.0004334805434056716,0.00035215885468703467,0.0014899571074589832,1.0,0.01,0.3,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0615,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,12.7433655,7.1566988,5.5866667,True,True,10000,excel_workbook,,benchmark_factor,1.0,0.25,0.27480265248327623,0.27480265248327623,0.01,0.066675843543328,0.06701089803365264,0.066675843543328,0.005000000002333445,0.00011076873942559694,0.27480264940458565,0.27480264940458565,0.20812680586125765,0.0018530953764659443,0.0018530953764659443,0.001777251833137949,0.010524672889244443,0.017253497042521167,0.4012771261135647,0.34109363822416566,2.9317462653548616,0.017253497042521167,,0.4012771261135647,0.39137325147873947,0.15563802585063571,0.05171159655706022,0.001277126113564675,-0.008626748521260552,0.0056380258506357195,0.0017115965570602201,0.4254299172058641,0.3434190360259828,0.16986127706979412,0.06128976969835715,0.025429917205864072,-0.05658096397401724,0.019861277069794125,0.011289769698357148,0.0005855297215953681,0.0005855297215953681,0.0030875305424174493,-0.0030875305424174493,0.0018814164379933884,0.0018814164379933884,0.0006205843828288871,0.0006205843828288871,0.006175061084835093,0.0037149081677202976,0.0030875305424174493,0.01297749979497284,1.0,0.01,0.3,True
