Industry Name,number_of_firms,forward_pe,expected_growth,peg_ratio,pbv,roe,roic,price_sales,net_margin,ev_sales,pre_tax_operating_margin,ev_ebitda,beta,de_ratio,effective_tax_rate,std_dev_equity,retention_ratio,fundamental_growth,net_capex_sales,sales_invested_capital,dividend_payout,dividend_yield,cost_of_equity,after_tax_cost_of_debt,cost_of_capital,raw_pe_score,raw_pbv_score,raw_ps_score,raw_ev_ebitda_score,adj_pe_score,adj_pbv_score,adj_ps_score,adj_ev_ebitda_score,raw_composite_score,adjusted_composite_score,quality_overlay_delta,pe_model_predicted,pe_model_residual,pe_model_mispricing,pe_model_mispricing_z,pbv_model_predicted,pbv_model_residual,pbv_model_mispricing,pbv_model_mispricing_z,ps_model_predicted,ps_model_residual,ps_model_mispricing,ps_model_mispricing_z,ev_ebitda_model_predicted,ev_ebitda_model_residual,ev_ebitda_model_mispricing,ev_ebitda_model_mispricing_z,regression_composite_score,final_value_score,valuation_regime,action,score_q25,score_q75
Business & Consumer Services,155.0,18.70395670353672,0.12799736842105264,1.8865775607366422,5.299415367043293,0.18195761920089848,0.28297691435712685,2.201714861062905,0.07032930062638384,2.5297327118936694,0.12320450198119302,14.257163978296907,0.8879785335242745,0.19716100170472986,0.10382630217002471,0.41106991639716206,0.5739567280263185,0.10443579975600652,0.033591319257448515,2.7985106130500914,0.42604327197368147,0.01360908530181792,0.07910384259518263,0.038003999999999996,0.0723350904186299,0.541303408772483,0.08795267658515697,0.3033142675912451,0.13754943673021047,0.548227852521957,0.9591929888979388,0.2784445319095098,0.9467884141352297,0.2675299474197739,0.6831634468661588,0.41563349944638495,26.215022703658725,-7.511066000122007,7.511066000122007,0.5156947391788107,8.230479117132328,-2.9310637500890344,2.9310637500890344,0.3584500360051815,2.2841026903797688,-0.08238782931686384,0.08238782931686384,0.04909673549949762,12.395162219177184,1.8620017591197229,-1.8620017591197229,-0.3214389341944239,0.1504506441222665,0.47007832576860187,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Packaging & Container,19.0,15.27783507913951,0.18955454545454548,0.7352943060813758,2.1839676063332765,0.12293731853965369,0.14816927195835602,1.0339324738783697,0.04476116596313847,1.5482237405985284,0.09793193765128692,9.709567233288313,1.0219297750432532,0.55109591650755,0.1557025871337487,0.25447909143998576,0.44417512479852905,0.054605698804747194,0.05137826205765818,1.8403807026531327,0.555824875201471,0.024062857211563454,0.0850780679669291,0.0354795,0.06745596737321397,0.7648616521214118,0.2835944633107307,0.7613703640301335,0.6679979010109612,0.904400593433213,-0.013099637259973013,-0.14377076937570335,0.4123813663984245,0.6194560951183092,0.2899778882989903,-0.32947820681931894,29.45362153770195,-14.175786458562438,14.175786458562438,0.9732810895662646,5.879330161543258,-3.695362555209982,3.695362555209982,0.45191880965638564,2.5122745618928164,-1.4783420880144467,1.4783420880144467,0.8809768514943539,12.73634884124052,-3.0267816079522074,3.0267816079522074,0.5225158619395702,0.7071731531641435,0.45685599424505163,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Retail (Special Lines),94.0,21.520800324058715,0.08080047619047617,3.0833930074317233,7.254263339516967,0.30115075589442497,0.21539093465658196,1.4337562975354283,0.05189818584789381,1.6260838705735732,0.0807616775541373,11.467549343074285,1.0893996802924664,0.19760978860946327,0.10067307943310284,0.5324516747558207,0.7006683149745739,0.21100679268586597,0.01590317882534068,2.98844717708956,0.29933168502542606,0.010835015299543196,0.088087225741044,0.039684750000000005,0.0801006485684676,0.35750123225070557,-0.03480654760560703,0.6045417100467759,0.46294038103790547,-0.4500979852699786,1.240235204319349,0.703338566704184,0.4302803579391977,0.34754419393244496,0.480939035923188,0.13339484199074303,28.410404727275804,-6.8896044032170884,6.8896044032170884,0.47302643136200767,6.308026913670436,0.9462364258465312,-0.9462364258465312,-0.11571856153036728,2.272839933197846,-0.8390836356624176,0.8390836356624176,0.5000285559610519,15.5221759883598,-4.054626645285515,4.054626645285515,0.699953617677051,0.38932251086743586,0.44429242590088713,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Telecom (Wireless),12.0,35.626845444954895,0.151,1.2908365709264915,3.47189936412773,0.16061396496184466,0.10372019614469251,2.4788850514556793,0.12238502087265377,3.717039475911651,0.19736568208594377,8.974175092717237,0.5381352736640138,0.519466977505286,0.04023108287054421,0.40180999688678365,0.4855297239163604,0.07798285406503642,0.0038185464232577872,0.547755760741675,0.5144702760836396,0.025399909301918638,0.06350083320541502,0.038003999999999996,0.0547841167007108,-0.5629338875571352,0.20271579365263617,0.19459581383323737,0.7537767537727454,0.4341600412172063,0.7791717636823415,1.2491096426154966,1.3491062124345863,0.14703861842537091,0.9528869149874077,0.8058482965620368,21.274946826609245,14.35189861834565,-14.35189861834565,-0.9853725975232099,1.0413807112663829,2.430518652861347,-2.430518652861347,-0.2972366256458788,2.0546297699700404,0.42425528148563885,-0.42425528148563885,-0.25282313555387514,10.180288613174511,-1.206113520457274,1.206113520457274,0.20821239434089073,-0.3318049910955183,0.43901015255423725,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Broadcasting,24.0,17.496380154411955,0.008677499999999998,15.522653845817942,1.664721591780748,0.03985249661675879,0.14567294791803095,0.8265024443382478,0.020595322975177813,1.395140428325257,0.12348868021987111,7.84701463710848,0.47075204848634544,0.8585429035988935,0.07728859528725333,0.46623069933478634,0.391718446205931,0.015610958052143875,-0.022588756128066975,1.2786649675026789,0.608281553794069,0.015157553551172367,0.06049554136249101,0.039684750000000005,0.05088211935972416,0.6200991205502839,0.3162017242374997,0.8427336305582637,0.8852529083662475,1.0704718732394936,0.17963601124320872,0.4440424272317514,1.6936522602852377,0.6660718459280737,0.8469506429999228,0.18087879707184917,17.66818465812404,-0.17180450371208522,0.17180450371208522,0.011795752923767557,3.1193346039694996,-1.4546130121887515,1.4546130121887515,0.177889712080409,-0.3915584453353693,1.2180608896736171,-1.2180608896736171,-0.7258695103203997,6.300677734736851,1.5463369023716291,-1.5463369023716291,-0.2669454437244085,-0.20078237226015794,0.4278574368958905,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Building Materials,41.0,18.39166264070026,0.10185200000000001,1.680595043318975,3.61632689588609,0.15997617762076355,0.20164568716545334,1.6768916491430081,0.07422275694022355,2.0460612293412557,0.12797404500170892,11.607041141993484,1.1115321733442423,0.25998303924525584,0.1802113978781021,0.35282100910190417,0.7444632702141087,0.11909638834790674,0.02768461723598094,2.0607977148653194,0.2555367297858912,0.011310593975401377,0.08907433493115322,0.038003999999999996,0.07853655745549157,0.5616809434165725,0.1936461309473528,0.5091732310511549,0.4466695429083675,-0.21631280037858366,0.2531709048588084,0.20368725284026518,0.5293045638173344,0.42779246208086197,0.19246248028445606,-0.2353299817964059,29.12040621711945,-10.728743576419188,10.728743576419188,0.7366140332501353,7.594065592922034,-3.9777386970359436,3.9777386970359436,0.48645157551705515,3.326392989808929,-1.6495013406659207,1.6495013406659207,0.982974447806818,16.200614973205344,-4.5935738312118595,4.5935738312118595,0.7929925249620516,0.749758145384015,0.4153807463242797,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Food Processing,78.0,17.23453404458622,0.02657588235294118,6.209667404210943,1.7958937888478672,0.04604119204406767,0.15949707214923414,1.0483640122347244,0.028162851559577935,1.4683157254855188,0.10765508966559474,10.01197493847315,0.6074530378003583,0.43733857874231813,0.10372593278493082,0.4346763943257051,-0.43111100498527444,-0.019848864572838035,0.022866939296630175,1.7091989611020568,1.4311110049852744,0.03844482100522041,0.06659240548589598,0.038003999999999996,0.05789381991348973,0.6371848701989676,0.30796446109780845,0.7557096739926195,0.6327239504395897,1.523321043012503,0.06426194338792485,-0.05369044315073346,0.9746889979275176,0.5833957389322463,0.627145385294303,0.04374964636205669,20.4065354845223,-3.172001439936082,3.172001439936082,0.2177832620850462,4.339450974931998,-2.54355718608413,2.54355718608413,0.31106050317240597,0.5728483223921832,0.4755156898425412,-0.4755156898425412,-0.283370350252492,8.850003062648204,1.1619718758249462,-1.1619718758249462,-0.20059218499645426,0.011220307502126464,0.38077535417743236,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Drugs (Pharmaceutical),228.0,24.1877513935209,0.17805,1.4011337458240092,6.64396392026399,0.24044099573432734,0.16949548287090127,5.625235313421631,0.18537124465767768,6.239336284469536,0.295443503779666,15.247996808426507,0.9828330980612211,0.14537075884184583,0.029938702770438724,0.7664492440646036,0.4136500798899889,0.09945843709433298,0.011179218571909871,1.1116585547632123,0.5863499201100111,0.019322287591487238,0.08333435617353047,0.04514625,0.07848751166460263,0.18347971125715004,0.0035186236028554754,-1.0395424424392097,0.021975039400879335,0.37342361788492634,0.7859290795938135,0.035763481773633296,0.8108329753206217,-0.20764226704458122,0.5014872886432487,0.7091295556878299,28.651776191244043,-4.464024797723141,4.464024797723141,0.30649099657920525,4.957694743901003,1.6862691763629867,-1.6862691763629867,-0.2062197545049588,5.479459025723678,0.14577628769795314,-0.14577628769795314,-0.08687132430300411,19.727464200031694,-4.479467391605187,4.479467391605187,0.7732942340489275,0.19667353795504247,0.37956178836796617,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Retail (Automotive),34.0,21.881623571266463,0.17819999999999997,1.34766279098958,7.478670033250118,0.34384064730254443,0.12190476293616061,0.892653702855193,0.03362763979070542,1.2705674096880286,0.058385963240031064,14.787289857638292,0.9360151956832995,0.45355394519631387,0.10773098945749512,0.44582095697030294,0.9322166010229195,0.32053395952189845,0.02250584245230053,2.3410772864573137,0.06778339897708052,0.0025535050348194205,0.08124627772747516,0.038003999999999996,0.06775334495577662,0.3339571143972092,-0.048898687768832425,0.8167861701552638,0.07571359807965988,0.22200603362600926,1.4598530151571878,1.7330997458272328,-0.4076656888097056,0.2943895487158251,0.7518232764501811,0.457433727734356,27.741411088378246,-5.8597875171117835,5.8597875171117835,0.4023212677443023,2.162619163863946,5.3160508693861726,-5.3160508693861726,-0.6501184511865273,0.638298307495309,0.25435539535988394,-0.25435539535988394,-0.1515760236967346,12.271142829577842,2.51614702806045,-2.51614702806045,-0.43436458371477527,-0.20843444771343372,0.36772018678473517,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Power,46.0,17.593770652741394,0.09595945945945945,2.186098414018924,2.275661991140573,0.12399093984234143,0.06921872420290816,2.736049369214486,0.12726847234883484,4.695806461850637,0.21356031922262156,12.381410319081745,0.4824326713170223,0.7414865026995126,0.12748334654668436,0.25379988697855693,0.4504210803790405,0.05584813308100004,0.24346143806045178,0.371733512663962,0.5495789196209595,0.02556389161770258,0.061016497140739194,0.0354795,0.050143407587657896,0.613744282306841,0.277836301192707,0.09372455149131384,0.3563442647878599,1.4658700796558513,0.5192450251429047,1.160871855048527,-0.4997859822825691,0.33541234994468044,0.6615502443911785,0.32613789444649804,19.422671484244514,-1.8289008315031197,1.8289008315031197,0.12556866592180022,0.08727811102106298,2.18838388011951,-2.18838388011951,-0.2676251175356299,2.0190487640922856,0.7170006051222004,-0.7170006051222004,-0.4272765693010136,11.951770888556927,0.42963943052481746,-0.42963943052481746,-0.07416901727369316,-0.16087550954713412,0.33257994281585346,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Hotel/Gaming,63.0,29.067223680852234,0.1357335,1.820815661707947,12.303472671975985,0.4538326736020845,0.14575119045322596,3.2578958226303185,0.10381085334325345,4.327076142389566,0.16441242100933073,14.932670744376049,1.0803675683074194,0.39750202770666376,0.08308178299623932,0.3965335196981276,0.8171952336060185,0.3708698977222994,0.025178245295240296,1.0398999558513293,0.1828047663939815,0.005824961824363007,0.0876843935465109,0.038003999999999996,0.07355342501803572,-0.1349112779178171,-0.35188338895459936,-0.11096679512886919,0.05875583501712368,-0.7152004235650196,1.9069132965316369,1.6710975080067523,0.0860787350866531,-0.1347514067460405,0.7372222790150057,0.8719736857610462,29.232692804726916,-0.16546912387468282,0.16546912387468282,0.011360778440412618,2.590648227183375,9.71282444479261,-9.71282444479261,-1.187815267355469,2.7365382401346636,0.5213575824956549,-0.5213575824956549,-0.3106885512179561,16.01445323498624,-1.081782490610193,1.081782490610193,0.1867490237905673,-0.32509850408561125,0.3122939657747589,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Utility (Water),14.0,21.299658594290136,0.07647142857142857,2.644129698347234,1.9952183180116347,0.10281440787691666,0.07250660955174709,4.42803232559641,0.21162207154416784,7.156354779193479,0.33647640469294054,14.1380037482983,0.4126827948416138,0.6235944507219604,0.11191995155470791,0.48066562851919736,0.6516657601558538,0.11216714129829528,0.4372464923478553,0.24282143950125415,0.5643624413230548,0.026971697619308257,0.057905652649935975,0.0354795,0.04929215662737624,0.37193097586697466,0.29544741378421596,-0.569946280289234,0.1514487256404419,1.2883146624231006,0.4847821631252941,1.970504934893035,-1.1892880242201014,0.062220208750599644,0.6385784340553321,0.5763582253047325,17.99646514116057,3.303193453129566,-3.303193453129566,-0.2267906427983903,-0.04262363285397619,2.037841950865611,-2.037841950865611,-0.24921481855809635,3.4538511929455797,0.9741811326508305,-0.9741811326508305,-0.5805361519407364,15.958669353603888,-1.8206656053055887,1.8206656053055887,0.3143030390962384,-0.18555964355024612,0.3089232030131008,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Paper/Forest Products,6.0,16.64287528075918,-0.09295,,1.8281319307473152,0.07013649983353679,0.1041420566237548,0.757509103622379,0.03443484893889449,1.0203986001754877,0.06578644536478075,8.183282663311115,0.9579784309693652,0.43688176160689357,0.08598511133455124,0.5694450238249283,-2.32542194092827,-0.1630969555728184,0.01800746451630479,1.7317984331861096,3.32542194092827,0.0035228415334606572,0.08222583802123369,0.039684750000000005,0.0692912835074329,0.6757912620331872,0.30593999201138633,0.8697958817751039,0.846029365011906,1.6096940190060516,-0.477748805421217,-1.494016577013252,0.2492826377183977,0.6743891252078958,-0.028197181427504922,-0.7025863066354008,24.323661353499407,-7.680786072740226,7.680786072740226,0.5273473792409322,4.7742799254492265,-2.9461479947019114,2.9461479947019114,0.3602947410288892,2.972483049235976,-2.2149739456135973,2.2149739456135973,1.319952119721851,13.25537071634424,-5.072088053033125,5.072088053033125,0.8755988386810127,0.7707982696681712,0.29140099901076555,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Utility (General),14.0,18.129464149422144,0.0691,2.963418975868785,1.8101871360291144,0.10415514586399638,0.05994651585116697,2.9033881605887357,0.1417862109301,5.251606084018362,0.23205483866166682,13.72701503876966,0.2394349278899265,0.8148428973368238,0.12765942282237325,0.14962031044448046,0.3459727529974621,0.03603484255341906,0.33575854940367816,0.29613329830902974,0.6540272470025379,0.031939251684049944,0.05017879778389073,0.0354795,0.0435789877327735,0.5787896863466161,0.30706687712413566,0.02808684843904313,0.19938796520592864,1.9196872516746928,0.7239040785069419,1.588263436335825,-0.9767465429043249,0.2783328442789309,0.8137770559032836,0.5354442116243527,15.223886768227022,2.9055773811951227,-2.9055773811951227,-0.19949112013327125,-1.546608187683657,3.3567953237127712,-3.3567953237127712,-0.4105142389381069,1.3506279186057597,1.552760241982976,-1.552760241982976,-0.9253242806237519,11.013755184896121,2.713259853873538,-2.713259853873538,-0.4683923370909932,-0.5009304941965308,0.2878940358633578,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Retail (Building Supply),14.0,23.139041642225948,0.1698,1.313648804407246,132.2044071168642,,0.3494656524485739,1.8471908099978955,0.07844282005575029,2.2589926761243846,0.11819306915492038,14.422181645255634,1.5353094340291733,0.2328921812948963,0.11839851054454309,0.45883505690255144,0.4599252594522437,,0.05754849649431835,3.4070573133550934,0.5400747405477563,0.022934818352356324,0.10797480075770113,0.039684750000000005,0.09507487396524136,0.2519091879321471,-7.88134138234357,0.4423743396617428,0.11830116716595655,-0.8954934935378507,,,0.539711098742394,-1.767189171895931,-0.17789119739772835,1.5892979744982025,37.001059739738096,-13.862018097512149,13.862018097512149,0.9517383826972577,,,,,,,,,19.81582664772585,-5.393645002470215,5.393645002470215,0.9311094860816538,0.9414239343894557,0.2698348553171453,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Machinery,105.0,24.06151389061749,0.13545999999999997,1.9668080651555742,4.501410024095517,0.16423121638505028,0.24408325788322105,3.076904107731613,0.10578747395309744,3.426131130289686,0.16059785335376017,16.217470562270965,0.9636207903494385,0.14692301552763604,0.13373442732400442,0.45034116660736356,0.6657431638294898,0.10933580959574893,0.04135104627881279,1.9519255902045307,0.33425683617051016,0.011492131412603952,0.08247748724958495,0.039684750000000005,0.07699565637316959,0.19171684860594662,0.13806527775914565,-0.03997380934308456,-0.09110795645879763,-0.005158548677055785,0.6106740524960848,0.22954447141615153,0.43150212394445264,0.04967509014080252,0.3166405247949083,0.26696543465410577,27.483754462011586,-3.422240571394095,3.422240571394095,0.23496417936462755,7.800866340713239,-3.2994563166177224,3.2994563166177224,0.40350205124444016,3.4505487457760595,-0.3736446380444467,0.3736446380444467,0.222663130185416,15.617551976633985,0.5999185856369795,-0.5999185856369795,-0.10356445144377488,0.1893912273376772,0.26574080581201587,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Real Estate (Development),14.0,12.34121907088668,-0.028999999999999998,,0.9934847852491724,0.05060545910919269,0.07043355884782262,1.7726819358714954,0.07010407882293668,3.033511815931911,0.21191936700617578,10.23049851021993,0.8435660615974878,1.0182937484544488,0.04907001511578525,0.5210233738934074,1.0,0.05060545910919269,-0.04270410953737058,0.34951067348440373,0.0,0.0,0.07712304634724795,0.039684750000000005,0.058234228427467324,0.9564791100424661,0.35835360038254443,0.4716000279465946,0.6072345547121759,-0.12549800527750904,-0.5314801274261658,0.16680936767571464,1.2024588589584757,0.5984168232709453,0.1780725234826289,-0.42034429978831633,22.502219580211943,-10.161000509325262,10.161000509325262,0.6976339320366959,3.274306799063811,-2.2808220138146384,2.2808220138146384,0.2789297001637828,2.323306792024062,-0.5506248561525666,0.5506248561525666,0.3281295689682591,11.840377973560054,-1.6098794633401248,1.6098794633401248,0.27791484961978763,0.39565201269713135,0.26510431916842986,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Engineering/Construction,48.0,28.11354756028617,0.21035041666666668,1.1805442696402018,5.49046865935612,0.2613749950535173,0.2531760347582192,1.580919191660943,0.0594404607933308,1.7350431497835168,0.06754108028713939,17.179436268509424,1.2099722611351151,0.1401147535589371,0.1363531807406391,0.4592364631713382,0.9167045667339853,0.23960365159563213,0.04846666970432578,4.361448663715637,0.08329543326601473,0.0031317976032097586,0.09346476284662614,0.039684750000000005,0.08685545161468271,-0.07268285125620352,0.07595504082336646,0.5468178896128147,-0.2033151859421528,-0.6203682959007898,0.987197089444176,0.6953327873926013,-0.4298498677684013,0.08669372330945621,0.15807792829189654,0.07138420498244033,32.558494475925045,-4.444946915638873,4.444946915638873,0.30518114742791685,8.610338712010806,-3.1198700526546865,3.1198700526546865,0.38153981900652617,2.8699124461270573,-1.2889932544661142,1.2889932544661142,0.7681396803375865,17.453001603380443,-0.2735653348710194,0.2735653348710194,0.04722581449925758,0.3755216153178218,0.24505540310226664,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Insurance (Life),20.0,9.29918190529985,-0.3044571428571428,,1.4341165046725473,0.12873529635151773,0.1076576568830416,0.9522032568445712,0.07798135819570415,1.2838249224747278,0.10647669164266632,12.522466672718679,0.6444930925180267,0.6783987776748907,0.15186017647763664,0.3515193422631459,0.6639320169808725,0.08547148496329351,0.0031746773868646908,1.1921280841591642,0.3360679830191276,0.027522524811317887,0.068244391926304,0.038003999999999996,0.056021405832597446,1.1549754156312668,0.3306831069263152,0.7934281913533955,0.3398909312230755,-0.70716865358657,0.5047292948012063,1.1898354008598258,0.47291730627208584,0.6547444112835132,0.36507833708663695,-0.2896660741968763,14.520104112543624,-5.220922207243774,5.220922207243774,0.35845805587298857,2.1943573595152612,-0.760240854842714,0.760240854842714,0.09297251272091951,1.4459821355946283,-0.4937788787500571,0.4937788787500571,0.2942537897435437,8.858210471873946,3.664256200844733,-3.664256200844733,-0.6325636385927312,0.028280179936180122,0.2303590742264542,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Real Estate (General/Diversified),12.0,14.326923076923077,,,1.1639630713249574,0.10767597507500577,0.05194923071492735,4.8229288916055415,0.23765281173594135,6.826157864808295,0.22087621024942458,17.286870078907647,0.8099864769457396,0.5356019016772732,0.046482967477014005,0.31209535325023385,0.7303669410150891,0.07864297253634896,0.004438671556642231,0.24666170173123336,0.26963305898491086,0.013286336175567213,0.07562539687177999,0.038003999999999996,0.06250344665390667,0.8269097169890216,0.3476480199820633,-0.7248422450754205,-0.21584666200148386,,-0.10116936054726067,1.1349696661235278,-0.12322810960826686,0.058467207473545134,0.3035240653226668,0.24505685784912165,,,,,1.904369227309541,-0.7404061559845836,0.7404061559845836,0.09054685803509673,6.034482892492727,-1.211554000887186,1.211554000887186,0.7219919109186246,14.436943378566683,2.849926700340964,-2.849926700340964,-0.4919852500692121,0.10685117296150308,0.2248549083782013,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Beverage (Alcoholic),14.0,12.840436647836379,0.038939999999999995,4.255287292963528,1.9141066446274413,0.0056819180842404,0.15744765776572892,1.7535078368746115,0.005600811728555208,2.4539198950027634,0.2278728099033911,8.60547949225314,0.8124756277132766,0.4333840741223201,0.12349880380286866,0.5596193724547387,0.9977584548262447,0.0056691818081809975,0.03735964766520401,0.7883105803585208,0.00224154517375531,0.032003664315521006,0.07573641299601214,0.039684750000000005,0.06483618264591316,0.923904608379403,0.30054100992962784,0.4791209608152777,0.7967827690417796,0.28382068753070855,-0.5849342949347709,-0.8048890938180043,1.426086988450745,0.6250873370415221,0.08002107180716955,-0.5450662652343525,23.266121198515695,-10.425684550679316,10.425684550679316,0.7158066078817298,6.056053488646794,-4.141946844019352,4.141946844019352,0.5065331640518522,0.8507624206160247,0.9027454162585868,-0.9027454162585868,-0.5379660235369594,13.879868981690024,-5.274389489436883,5.274389489436883,0.9105223062798657,0.3987240136691221,0.20750224855195057,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Apparel,35.0,24.887238524765294,0.13625555555555555,1.9880979406546182,3.893952784961127,0.10420771437290409,0.15768515602445898,1.2728463334769382,0.038475945106670836,1.594209821413011,0.09886973058225224,10.304886321816396,0.9358744642979875,0.31292274379874546,0.09612500297378584,0.4626373673236945,0.4990683218324279,0.05200676913407822,0.020765439612781312,1.768667029517862,0.5009316781675721,0.015142298991205928,0.08124000110769025,0.039684750000000005,0.07133569923061227,0.13783739862217728,0.17621196765792005,0.6676577416153414,0.5985576858878103,0.13987023018128075,-0.10550842907381386,-0.1636585451337911,0.4787829107634857,0.39506619844581226,0.08737154168429037,-0.30769465676152186,27.132052847690943,-2.2448143229256488,2.2448143229256488,0.15412445274042297,5.795154362221976,-1.9012015772608493,1.9012015772608493,0.23250458943499863,1.983057924319783,-0.7102115908428448,0.7102115908428448,0.423230845058244,13.69696849126541,-3.392082169449015,3.392082169449015,0.5855780059859165,0.34885947330489553,0.19196671433253243,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Construction Supplies,40.0,17.68665124484794,0.0760835,3.3909464412277033,5.455603344493196,0.22855656826808135,0.16706062867511484,2.8307820751783144,0.1078299971397084,3.231777696009379,0.1527303082978725,16.81867012821988,1.1503560568511637,0.17621949339337503,0.16038852383860958,0.35513321135865794,0.6650739020557089,0.15200700869851488,0.06616312084363886,1.4469463691963746,0.33492609794429107,0.012757986741551507,0.0908058801355619,0.038003999999999996,0.08289517926725504,0.6076837204561796,0.07814448934519871,0.05656617851439106,-0.16123409216638498,-0.3360572493685152,0.502500020637204,0.2821892574940283,-0.5705664450401864,0.1452900740373461,-0.03048360406936733,-0.1757736781067134,29.277012569053692,-11.590361324205752,11.590361324205752,0.7957709811067257,6.1090215379574815,-0.6534181934642858,0.6534181934642858,0.07990879589930351,4.153004208071909,-1.3222221328935948,1.3222221328935948,0.7879415062702082,19.325171966422726,-2.5065018382028477,2.5065018382028477,0.43269952645435705,0.5240802024326486,0.19134191853143906,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Shoe,11.0,17.104491249794627,0.07303,4.171865604728182,6.060299460491326,0.1948971193415638,0.20929696659653424,1.9530795030974162,0.06271289597747094,2.0409765218719707,0.0913903063742826,16.864739523873123,1.0173183278612625,0.11944728476926639,0.11861173771031724,0.500827620601969,0.35069298724190023,0.06834905298673415,0.003992591203534647,2.6221001112048636,0.6493070127580998,0.020849086319303854,0.08487239742261231,0.039684750000000005,0.0800507842361955,0.6456703070721868,0.040171190594419086,0.40084009325550946,-0.16660779646446908,0.23581043506200094,0.5503639082425178,-0.1983401462774444,-0.11797234038943402,0.23001844861441154,0.11746546415941009,-0.11255298445500145,27.286207498615525,-10.181716248820898,10.181716248820898,0.699056233195536,6.819509097507012,-0.7592096370156867,0.7592096370156867,0.09284640148665656,2.8561057311860125,-0.9030262280885963,0.9030262280885963,0.5381333655370689,15.685472295127967,1.1792672287451555,-1.1792672287451555,-0.20357789635894877,0.2816145259650782,0.18312508888167733,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Auto Parts,35.0,15.125009349940365,0.15974545454545455,1.2666254509405188,1.865455398537074,0.021741488211912706,0.08975948273328078,0.6423394983412541,0.007202034312769674,0.822835978588616,0.05804588112690446,6.428093985050202,1.3394463651948414,0.4146400386187307,0.14999691449019154,0.49872040429854986,-0.09546850210354352,-0.0020756273130931547,0.02012558693359253,2.3891597014301214,1.0954685021035435,0.012282604076320758,0.09923930788768992,0.039684750000000005,0.08178348625932404,0.7748337007827873,0.3035961780603802,0.9149705139689214,1.0507610488245398,0.4562228850365194,-1.4986930627270052,-1.401094648034897,-0.08982448565769116,0.7610403604091571,-0.6333473278457684,-1.3943876882549255,34.00261702927769,-18.877607679337324,18.877607679337324,1.2960987120014176,7.374599507842584,-5.50914410930551,5.50914410930551,0.6737324987483847,3.320915962347402,-2.678576464006148,2.678576464006148,1.5962231467795156,18.041329626538435,-11.613235641488233,11.613235641488233,2.004802664049815,1.392714255394783,0.17707730545045225,neutral,market_weight,-0.33695857719619016,0.5694306980667888
Retail (Grocery and Food),15.0,14.338597015683874,0.11134999999999999,2.266005120161119,3.934869386323708,0.12897574047835317,0.06763219560214334,0.34001497665240493,0.013206284642467744,0.49009499125669137,0.018461572111635023,8.941596612794147,1.1183037944931133,0.5195017227110472,0.12221523285745305,0.4942294835852475,0.6256308170021441,0.08069119788892859,-0.019020964749503308,4.647896587530888,0.374369182997856,0.01454061241864657,0.08937634923439286,0.039684750000000005,0.07238731195941303,0.8261479795119447,0.173642514528817,1.033555613198257,0.7575768278806294,0.17816603766962497,-0.5144779672387023,-0.23921503170821629,-0.21904557017658088,0.6977307337799121,-0.19864313286346863,-0.8963738666433807,29.44233204022558,-15.103735024541706,15.103735024541706,1.0369921784711227,4.131920388736084,-0.19705100241237616,0.19705100241237616,0.024098056177531208,2.0792049897014393,-1.7391900130490343,1.7391900130490343,1.0364219176795775,13.78356945798863,-4.8419728451944835,4.8419728451944835,0.835873856259648,0.7333465021469698,0.17415272114070676,neutral,market_weight,-0.33695857719619016,0.5694306980667888
